cluster,gene,score,logfoldchange,pval,pval_adj,pct_expr
0,MEOX2,12.754139,4.2075934,2.956246302420957e-37,1.4444219433628798e-33,0.00819672131147541
0,RTP4,8.682126,2.7943516,3.884382823821492e-18,9.183432811544424e-16,0.0
0,GATA2,8.60108,3.3424287,7.896943417284427e-18,1.7022558325081637e-15,0.06557377049180328
0,SPE1,8.202679,5.3959937,3.83457068443488e-09,5.420167511435933e-08,0.33879781420765026
0,MBNL2,7.4089093,2.3966558,1.2734243746518615e-13,7.649940362150405e-12,0.1557377049180328
0,OIT3,7.3739624,2.2891588,1.6563012153767598e-13,9.634152069441485e-12,0.00819672131147541
0,Taar7a,7.2843747,3.680534,3.2316534674501457e-13,1.7675215121598595e-11,0.16393442622950818
0,SULT1B1,7.1847763,5.568653,6.731736108111075e-13,3.3203286331473685e-11,0.0
0,ENPP7,7.1571784,3.4403777,8.235439525069027e-13,3.894034598660058e-11,0.0
0,LGALS4,6.907578,5.9970684,4.929979147114487e-12,1.8721148792332682e-10,0.04918032786885246
0,C3AR1,6.7260356,3.652879,1.7434770858343277e-11,5.653957328353889e-10,0.02459016393442623
0,EVX1,6.1977706,3.62227,5.726845098796724e-10,1.216581093596556e-08,0.00819672131147541
0,MAT1A,6.1860805,3.2542956,6.167845925317972e-10,1.2971059623143592e-08,0.00819672131147541
0,HAO1,6.0625505,3.7309573,1.908043692733102e-05,9.23765214131149e-05,0.1721311475409836
0,STX19,6.0251155,2.990457,1.689888368146492e-09,3.107952785481968e-08,0.00819672131147541
0,ETS1,5.8909407,2.8239605,3.840032566870639e-09,6.26609828694534e-08,0.0
0,FLVCR1,5.8208957,3.8504612,5.853305644996715e-09,9.012369132811118e-08,0.03278688524590164
0,TMED6,5.5114474,3.6070557,3.5589493295664775e-08,4.332813893088491e-07,0.0
0,AHCY1,5.373291,2.2838588,7.731232207759803e-08,8.438153514619745e-07,0.30327868852459017
0,OPRL1,5.258644,3.5303495,0.09843481835923783,0.10778349652291515,0.012295081967213115
0,IRF4,5.2111883,2.2829726,1.876346995582248e-07,1.8323447209356824e-06,0.0
0,SLC6A7,5.135738,4.8756204,2.8103896735622637e-07,2.585095933482764e-06,0.01639344262295082
