cluster,gene,score,logfoldchange,pval,pval_adj,pct_expr
0,MEOX2,10.956158,3.4651892,6.2079672759576125e-28,2.274909608274667e-24,0.018518518518518517
0,SULT1B1,7.789103,5.7990594,6.748654328404685e-15,9.892177514575587e-13,0.0
0,SPE1,7.7690883,4.465121,1.8729041612741654e-10,5.102803556405642e-09,0.30246913580246915
0,RTP4,7.458875,2.2993717,8.72641237472497e-14,8.470976992630371e-12,0.0
0,GATA2,7.0869226,2.7196965,1.371270553216682e-12,8.933370564022278e-11,0.1388888888888889
0,OIT3,6.644243,1.8992047,3.047797104838692e-11,1.291173698344669e-09,0.0
0,ENPP7,6.475945,2.7722814,9.422039778009227e-11,3.3040253365085944e-09,0.009259259259259259
0,MBNL2,5.913316,1.7815993,3.352883187165991e-09,6.941604768005523e-08,0.009259259259259259
0,C3AR1,5.4359064,3.1213934,5.4518549603732036e-08,7.546108593876339e-07,0.06481481481481481
0,HAO1,5.342463,2.5617297,4.86412218751479e-05,0.00022534254798994627,0.12037037037037038
0,EVX1,5.2387466,2.4871447,1.6167072162040067e-07,1.909564413788745e-06,0.018518518518518517
0,MAT1A,5.11084,2.5474155,3.207301233785047e-07,3.454270498517356e-06,0.009259259259259259
0,ABCC2,5.0423083,5.143365,4.5994918127003234e-07,4.681899374344538e-06,0.32407407407407407
0,SLC6A7,4.9886527,3.9628541,6.080184695663385e-07,5.957442999266972e-06,0.009259259259259259
0,DNAJB5,4.951884,1.6120069,7.349854426673033e-07,7.004822248775899e-06,0.0
0,LGALS4,4.9277225,2.6381903,8.319362890030459e-07,7.7820817640119e-06,0.0
0,ANTXR2,4.755463,1.2359209,1.9799197354596242e-06,1.635023294781249e-05,0.0
0,NR4A2,4.693538,2.6369941,3.4834412619579545e-06,2.5686957974242113e-05,0.009259259259259259
0,AHCY1,4.53717,1.8605158,5.701411760116223e-06,4.0293934630984147e-05,0.009259259259259259
0,ETS1,4.4615602,2.1005228,8.136507926189979e-06,5.453357712944339e-05,0.037037037037037035
0,DPP10,4.3363676,2.4494596,0.015209816005965503,0.025854748275674307,0.12037037037037038
0,OPRL1,4.3313847,2.0880618,0.06797712482474094,0.07966028581824565,0.05324074074074074
0,Taar7a,4.29383,2.631932,1.756172044466855e-05,0.00010528413017503133,0.0
0,IRF4,4.2649384,1.854626,1.9995731191737665e-05,0.0001173798269156951,0.0
0,ITLN1,4.2385845,6.186581,2.249332644094528e-05,0.00012965284269420994,0.1388888888888889
0,FIBCD1,4.2380123,4.027429,0.0002904209854294961,0.0009991108267473929,0.009259259259259259
0,STX19,4.050175,1.9561535,5.117935444227072e-05,0.00026084387253644096,0.0
0,TRAF3,4.018096,2.747555,7.586185622766539e-05,0.0003529107994442469,0.037037037037037035
0,TTLL8,3.9354827,3.2532296,8.302965839077394e-05,0.000396820584509933,0.0
0,FLVCR1,3.8740764,1.7171043,0.00010702979728110608,0.0004893458417175461,0.018518518518518517
0,MFSD7,3.8631783,2.7475846,0.00011192128933201195,0.0005073067606158081,0.10185185185185185
0,TMED6,3.862203,2.5883298,0.00011236918330724153,0.0005073067606158081,0.027777777777777776
0,OPCL1,3.8620205,1.9670491,0.00011245312912310122,0.0005073067606158081,0.009259259259259259
0,TRIM7,3.8439662,1.7599078,0.0001210616672156291,0.000540024929411653,0.018518518518518517
0,CHSY1,3.7675369,2.4987226,0.00016486614517434767,0.0007014827158100402,0.027777777777777776
0,FLI1,3.7636523,1.4554653,0.00016744964549616709,0.0007112364252920363,0.027777777777777776
0,NIPAL2,3.547511,4.267895,0.00038888940435567287,0.0014362158954511093,0.018518518518518517
0,WBSCR27,3.5269082,2.1293097,0.17290891040135795,0.1832861274774474,0.012345679012345678
0,IL1RAPL2,3.4933338,2.0808628,0.0004770298009098377,0.0017079391357441138,0.5277777777777778
0,SLC5A8,3.4081044,2.4139154,0.155875755749801,0.16086083276582416,0.01111111111111111
0,SEMA6A,3.2617497,1.443931,0.0011072685402057285,0.003453264311135227,0.0
0,JAK2,3.240078,2.5047278,0.0011949702395565591,0.0036659426059899632,0.0
0,NEDD9,3.1526906,2.2495131,0.0016177312461807306,0.004719885471042426,0.0
0,SLC5A5,3.0921574,2.288063,0.0019870753450933754,0.005618547532480458,0.009259259259259259
0,RIN2,3.0709858,1.1066725,0.008257631724525984,0.016198412937175603,0.032407407407407406
0,IFI30,3.0692127,1.5209401,0.008641107739320536,0.01665331528606387,0.05092592592592592
0,ALOX12B,3.0496497,2.093655,0.3951231754772558,0.4033228564626317,0.037037037037037035
0,PCSK7,3.0227475,2.289863,0.0025049113261751597,0.00681205755455946,0.0
0,GGT1,2.852191,3.0232005,0.004341900091627932,0.010689819640611317,0.06481481481481481
0,KISS1R,2.8135085,1.8957546,0.004900409100479794,0.011758094057101461,0.009259259259259259
0,LPHN2,2.813277,1.7163916,0.004903937455914179,0.011764634243664493,0.08333333333333333
0,TSPAN9,2.7404869,1.1730794,0.006134821861197863,0.014257843482073615,0.009259259259259259
0,PLA2G5,2.7361991,3.178669,0.006215337932265392,0.014417538124884652,0.018518518518518517
0,GPROP12,2.7072575,2.6414714,0.007232106169664883,0.016091836112789894,0.013888888888888888
0,KLHL12,2.6973472,1.0593666,0.0069894360925326264,0.015874055507335488,0.08333333333333333
0,aat-7,2.637774,1.8478575,0.008345219464107007,0.01827449282894143,0.018518518518518517
0,col6a6,2.6176949,1.4625468,0.008852590732462634,0.019172765212239554,0.009259259259259259
0,RGS18,2.6018474,1.718213,0.009272307383131496,0.02001081884893131,0.0
0,ELK3,2.5855048,1.7656991,0.009723654159545462,0.020660508942475425,0.027777777777777776
0,PLXND1,2.5090399,1.2544461,0.012105978429809193,0.024814631775156363,0.05555555555555555
0,SHMT1,2.4531822,1.7509145,0.014159854765240355,0.02822727473805156,0.0
