cluster,gene,score,logfoldchange,pval,pval_adj,pct_expr
-1,MASP1,3.3392284,1.3112501,0.0008401145243073339,0.025925049889046103,0.3333333333333333
-1,CLIPD6,3.3360207,0.31828728,0.000849868234561413,0.026061440548538057,0.2222222222222222
-1,DDX52,3.3339884,1.2967731,0.0008561021372979085,0.02619779776307462,0.3333333333333333
-1,SLC9B2,3.3268068,0.66664237,0.00087847226737096,0.02656902687246148,0.16666666666666666
-1,DUS3L,3.3075283,0.30846047,0.0009412322787709339,0.027873922296519138,0.4444444444444444
-1,CEP72,3.3075078,-0.1979295,0.0009413011008853168,0.027873922296519138,0.1111111111111111
-1,frem3,3.3027556,1.2824357,0.0009573979927393997,0.028179798750148838,0.05555555555555555
-1,SFTPA1,3.293306,2.0162315,0.000990166311581204,0.02903337444517435,0.0
-1,TLK2,3.28364,2.940347,0.0010247575699008052,0.029862617215916504,0.0
-1,ABCC4,3.269725,2.3242261,0.0010765201142886951,0.031210934371170285,0.1111111111111111
-1,IL1RAPL1,3.261207,0.92906255,0.0011093894668288155,0.03201069056058421,0.1111111111111111
-1,JAGN1,3.2583878,0.334202,0.0011204717356646735,0.03226694440348288,0.16666666666666666
-1,EPHX1,3.2473433,1.56322,0.0011648783563752163,0.03315492611213188,0.1111111111111111
-1,TTC25,3.236184,1.170868,0.0012113929902478357,0.03421309913497645,0.2222222222222222
-1,ADCK5,3.223231,2.0248935,0.0012675321910536447,0.03532221835829719,0.2777777777777778
-1,KIF27,3.2175033,1.5330168,0.001293115479076371,0.03576318243830462,0.1111111111111111
-1,ENPP4,3.2160833,1.5791987,0.0012995313915556811,0.03587293999514722,0.05555555555555555
-1,SAMD15,3.2058897,1.9433964,0.0013464560084946813,0.03689037789255147,0.0
-1,NEK4,3.2009983,2.3322961,0.0013695235513482959,0.037382637273116054,0.16666666666666666
-1,ZNFX1,3.2003875,0.8194748,0.0028807378234446124,0.053994910701155883,0.08333333333333333
-1,RSPH10B,3.1966307,1.3115039,0.0013904277542711823,0.03774238892982776,0.0
-1,MMP15,3.1864514,1.784248,0.0014402970795558826,0.0390237977673385,0.16666666666666666
-1,TDRD6,3.175361,1.6119511,0.0014965020787428309,0.040069126394269114,0.1111111111111111
-1,ASIC2,3.1734836,0.4805769,0.0015062142613755138,0.040069126394269114,0.2777777777777778
-1,NGLY1,3.1734836,0.57695884,0.0015062142613755138,0.040069126394269114,0.2222222222222222
-1,TTLL9,3.1734836,1.2501826,0.0015062142613755138,0.040069126394269114,0.1111111111111111
-1,GNAT2,3.1704712,-0.022546306,0.002064604063315951,0.04590374171763079,0.16666666666666666
-1,MAP10,3.1643736,1.235941,0.001554171672843758,0.04119538585993455,0.2222222222222222
-1,FAM26D,3.1559536,1.2847555,0.0015997424100084097,0.04217450403939437,0.1111111111111111
-1,DNAH10,3.1540737,1.7197272,0.0016100842082199442,0.042295007749261544,0.0
-1,IFI30,3.142623,1.5380267,0.001721649836177166,0.04329475654630932,0.027777777777777776
-1,RFX3,3.1389153,1.8377973,0.0016957439100468816,0.04422813920545764,0.2222222222222222
-1,SH2B1,3.1159465,0.85273206,0.0018335553060986219,0.04688087997525972,0.0
-1,BIRC2,3.115311,2.1751645,0.0018375111227540658,0.04688087997525972,0.0
-1,NLRC3,3.1151502,3.1664665,0.0018385126301264571,0.04688087997525972,0.05555555555555555
-1,ETS1,3.1150672,0.60349315,0.0018390302896557744,0.04688087997525972,0.05555555555555555
-1,MED20,3.102487,2.5033097,0.0019190198117988338,0.04858202487279328,0.3333333333333333
-1,PARP9,3.0894463,2.1573312,0.0020052991271107875,0.049904371146332636,0.6111111111111112
-1,DDRGK1,3.0874617,-0.115622796,0.0020187377252158037,0.05006391963032939,0.2777777777777778
-1,TEKT2,3.086589,2.121028,0.0020246728280323366,0.05006391963032939,0.16666666666666666
-1,MAD2L2,3.0845315,1.6767181,0.002038729259285372,0.05006391963032939,0.5
-1,DNAH7,3.0811882,0.9367631,0.002061762657911533,0.05036886173277875,0.0
-1,SASS6,3.0801368,-1.0056602,0.002069055523465917,0.0504629215689907,0.1111111111111111
-1,PARP2,3.0771606,-0.61551684,0.002089826960564832,0.050548982818414696,0.1111111111111111
-1,ITLN1,3.0739949,0.37668824,0.0021131129643911038,0.050477606157141044,0.19444444444444445
-1,TRPM2,3.0739722,0.63284194,0.002112290205645894,0.05065000000906096,0.1111111111111111
-1,POLR1E,3.0709832,0.36518645,0.002133551683712315,0.05065000000906096,0.0
-1,WDR65,3.0709832,0.6522228,0.002133551683712315,0.05065000000906096,0.0
-1,DNAH17,3.070829,0.46967885,0.0021346539349961944,0.05065000000906096,0.0
-1,DNAH8,3.070829,0.3048047,0.0021346539349961944,0.05065000000906096,0.16666666666666666
